Company Name,Address,City,State,Zip,County,Phone Number,Fax Number,Company Contact,Contact Title,Employees,Revenue,Industry,SIC Code,SIC Code Description,Website
Perrotti Garden Ctr,129 Amity Rd,New Haven,CT,06515-1408,New Haven,Not in Sample,Not in Sample,Nick Perrotti,Owner,5,403920,Miscellaneous Retail (Stores),5992,Florists,www.perrottisgardencenter.com
Hoya Lens Of America,13 Francis J Clarke Cir,Bethel,CT,06801-2846,Fairfield,Not in Sample,Not in Sample,,,10,1978080,Wholesale Trade - Durable Goods (Products),5048,Ophthalmic Goods,www.hoyalens.com
Black Rock Yacht Club,80 Grovers Ave,Bridgeport,CT,06605-3631,Fairfield,Not in Sample,Not in Sample,Linda David,Manager,3,0,Membership Organizations (Organizations),8641,Civic And Social Associations,www.blackrockyc.com
Cosi,338 Elm St,New Haven,CT,06511-4710,New Haven,Not in Sample,Not in Sample,Chris Scala,Manager,29,1188000,Eating and Drinking Establishments (Food),5812,Eating Places,www.getcosi.com
Barrister Law Group,211 State St # 2,Bridgeport,CT,06604-4808,Fairfield,Not in Sample,Not in Sample,Kyle Harrell,Manager,8,1180690,Legal Services (Services),8111,Legal Services,www.barristerlawgroup.com
Ams Planning & Research Corp,2150 Post Rd # 4,Fairfield,CT,06824-5669,Fairfield,Not in Sample,Not in Sample,Steven Wolff,Owner,8,1009400,"Engineering, Management, Accounting, Research and Related Industries (Services)",8732,Commercial Nonphysical Research,www.ams-online.com
Harrel Inc,16 Fitch St,Norwalk,CT,06855-1392,Fairfield,Not in Sample,Not in Sample,Holton E Harris,President,13,2037000,"Watches and Clocks, Measurement, Analyzer and Control Instruments, and Photo and Medical Goods (Products)",3841,Surgical And Medical Instruments,www.harrel.com
Alan P Friedler DDS,419 Whalley Ave # 101,New Haven,CT,06511-3019,New Haven,Not in Sample,Not in Sample,Alan P Friedler,,4,407880,Health Services (Services),8021,Offices And Clinics Of Dentists,www.greatamericansmile.com
Capitol Electronics Inc,11 Francis J Clarke Cir,Bethel,CT,06801-2845,Fairfield,Not in Sample,Not in Sample,Richard J Warren,President,5,18071100,"Electrical, Electronic and Components other than Computer Equipment (Equipment)",3613,Switchgear And Switchboard Apparatus,www.capitolelectronics.com
Doctors Pediatric PC,55 Danbury Rd,Wilton,CT,06897-4405,Fairfield,Not in Sample,Not in Sample,Mary Perez,Manager,26,7701250,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.doctorspediatric.yourmd.com
Electri-Cable Assemblies,10 Mountain View Dr,Shelton,CT,06484-6403,Fairfield,Not in Sample,Not in Sample,Jenea Mc Carthy,Owner,56,37900800,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.electri-cable.com
Orion Mobility Technologies,88 Danbury Rd,Wilton,CT,06897-4423,Fairfield,Not in Sample,Not in Sample,David Oltman,President,64,5832750,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.orionmobility.com
Saturn,1164 N Colony Rd,Wallingford,CT,06492-1730,New Haven,Not in Sample,Not in Sample,Michael O'Brien,Manager,33,19992300,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.saturnofwallingford.com
Waterbury Region Convention,21 Church St,Waterbury,CT,06702-2106,New Haven,Not in Sample,Not in Sample,Jim Whitney,Executive Director,5,644840,Business Services (Services),7389,"Business Services, Nec",www.northwestct.com
Osaka Japanese Restaurant LLC,777 Federal Rd,Brookfield,CT,06804-2038,Fairfield,Not in Sample,Not in Sample,Sung Lee,Owner,13,412000,Eating and Drinking Establishments (Food),5812,Eating Places,www.osakarestaurant.com
Patriot National Bancorp Inc,900 Bedford St,Stamford,CT,06901-1104,Fairfield,Not in Sample,Not in Sample,Angelo De Caro,CEO,88,335619620,Holding and Other Investment Offices (Offices),6712,Bank Holding Companies,www.pnbdirect.com
National Wholesale Liquidators,75 N Frontage Rd,New Haven,CT,06510-3232,New Haven,Not in Sample,Not in Sample,Lucky Singh,Manager,24,4009500,General Merchandise Stores (Stores),5311,Department Stores,www.nationalwholesaleliquidator.com
Lannigan's Golf Shop,784 River Rd,Shelton,CT,06484-5430,Fairfield,Not in Sample,Not in Sample,Rich Lannigan,Owner,11,1758240,Miscellaneous Retail (Stores),5941,Sporting Goods And Bicycle Shops,www.sportscenterct.com
Liberty Community Svc,254 College St,New Haven,CT,06510-2403,New Haven,Not in Sample,Not in Sample,Sarah Caldwell,Executive Director,39,4435200,Health Services (Services),8099,"Health And Allied Services, Nec",www.libertycs.org
Martin H Floch MD,30 Stevens St # E,Norwalk,CT,06850-3859,Fairfield,Not in Sample,Not in Sample,Martin H Floch,,3,878400,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.neilfloch.com
Emerald Accounting Systems,305 Primrose Ln,Fairfield,CT,06825-2313,Fairfield,Not in Sample,Not in Sample,,,4,399640,"Engineering, Management, Accounting, Research and Related Industries (Services)",8721,"Accounting, Auditing, And Bookkeeping",www.emerald1.com
Rocaton Investments Advisors,601 Merritt 7,Norwalk,CT,06851-1091,Fairfield,Not in Sample,Not in Sample,Robin Pellish,CEO,26,11092950,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.rocaton.com
Inverse Media,500 Pequot Ct,Southport,CT,06890-1329,Fairfield,Not in Sample,Not in Sample,Chris Thomas,President,3,960840,Motion Pictures (Entertainment),7812,Motion Picture And Video Production,www.inversemedia.com
Panther Digital,5 Cherokee Dr # 50,Danbury,CT,06811-2824,Fairfield,Not in Sample,Not in Sample,,,4,631120,Business Services (Services),7379,"Computer Related Services, Nec",www.pantherdigital.com
Brody Wilkinson & Ober,2507 Post Rd # 2,Southport,CT,06890-1259,Fairfield,Not in Sample,Not in Sample,Seth O L Brody,Partner,26,4697710,Legal Services (Services),8111,Legal Services,www.brodywilk.com
F & M Electric Supply Co,29 Federal Rd # 6,Danbury,CT,06810-5003,Fairfield,Not in Sample,Not in Sample,Fil Cerminara,Owner,11,6645800,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.fmelectric.com
Standard Electric,170 Pond View Dr,Meriden,CT,06450-7142,New Haven,Not in Sample,Not in Sample,Samuel Bradford,Owner,23,16121000,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.ctelectric.com
US Post Office,70 Waterbury Rd,Prospect,CT,06712-9998,New Haven,Not in Sample,Not in Sample,Lisa Fertig,Manager,11,0,United States Postal Service (Government),4311,U.S. Postal Service,www.usps.com
Cambridge Group LTD,1175 Post Rd E # 2,Westport,CT,06880-5400,Fairfield,Not in Sample,Not in Sample,Michael Salvagno,Owner,30,2611200,Business Services (Services),7361,Employment Agencies,www.cambridgegroup.com
Family Reentry,126 Washington Ave # 3,Bridgeport,CT,06604-3803,Fairfield,Not in Sample,Not in Sample,Steve Lanza,Executive Director,10,0,Social Services (Services),8322,Individual And Family Services,www.familyreentry.org
Oxford Town Garage,21 Great Oak Rd,Oxford,CT,06478-1347,New Haven,Not in Sample,Not in Sample,Wayne Watt,Manager,16,0,"Legislative, Executive and General Government other than Finance (Government)",9121,Legislative Bodies,www.oxfordpublicworks.com
Chrysalis Funding-Connecticut,150 W Main St,Branford,CT,06405-4031,New Haven,Not in Sample,Not in Sample,Michael Russo,President,4,819880,Non-Depository Credit Institutions (Credit),6162,Mortgage Bankers And Loan Correspondents,www.chrysalisfunding.com
High Tech Sintered Metal Inc,33 Sheridan Dr,Naugatuck,CT,06770-2034,New Haven,Not in Sample,Not in Sample,John Delosreyes,Owner,10,8543520,Wholesale Trade - Durable Goods (Products),5051,Metals Service Centers And Offices,www.htsminc.com
Town Fair Tire,10 Boston Ave,Bridgeport,CT,06610-1602,Fairfield,Not in Sample,Not in Sample,Andrew Beria,Manager,13,1705440,Gasoline Service Stations and Automotive Dealers (Automotive),5531,Auto And Home Supply Stores,www.townfair.com
DYG Inc,36a Padanaram Rd,Danbury,CT,06811-4842,Fairfield,Not in Sample,Not in Sample,Madelyn Hochstein,President,23,3502000,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.dyg.com
Diagnostic Radiology Assoc,134 Grandview Ave # 101,Waterbury,CT,06708-2571,New Haven,Not in Sample,Not in Sample,Nancy Wallin,Manager,54,16326650,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.draxray.com
CVS Pharmacy,115 Bridge St,Naugatuck,CT,06770-2929,New Haven,Not in Sample,Not in Sample,Dave Barteltasky,Manager,11,2635200,Miscellaneous Retail (Stores),5912,Drug Stores And Proprietary Stores,www.cvs.com
Prime-Tech Construction,84 Pinewood Rd,Stamford,CT,06903-2520,Fairfield,Not in Sample,Not in Sample,,,4,934560,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,www.prime-tech.net
Crystal Restoration Svc,,Bridgeport,CT,06604-0000,Fairfield,Not in Sample,Not in Sample,Jean Walker,President,12,2407200,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,www.crystal1.com
MAILING Co,28 Railroad Ave,West Haven,CT,06516-4142,New Haven,Not in Sample,Not in Sample,Edward Speedling,Owner,13,2252160,Business Services (Services),7331,Direct Mail Advertising Services,www.themailingco.com
Bridgeport Trade & Tech Ctr,480 Barnum Ave # 484,Bridgeport,CT,06608-2458,Fairfield,Not in Sample,Not in Sample,Kevin Reed,Manager,4,519920,Real Estate (Housing),6531,Real Estate Agents And Managers,www.mybttc.com
St Paul's Episcopal Church,661 Old Post Rd,Fairfield,CT,06824-6648,Fairfield,Not in Sample,Not in Sample,Bennett A Brockman,Religious Leader,13,0,Membership Organizations (Organizations),8661,Religious Organizations,www.stpaulsfairfield.org
Roy Lesley Designs,845 Whalley Ave,New Haven,CT,06515-1739,New Haven,Not in Sample,Not in Sample,Lesley Roy,Owner,21,1981980,Miscellaneous Retail (Stores),5947,"Gift, Novelty, And Souvenir Shop",www.lesleyroy.com
Cosmic Computers Inc,181 Main St # 2,Norwalk,CT,06851-3624,Fairfield,Not in Sample,Not in Sample,Hasmukh Parikh,Owner,8,1109990,Business Services (Services),7371,Custom Computer Programming Services,www.midicontest.com
City Chemicals LLC,139 Allings Crossing Rd,West Haven,CT,06516-7521,New Haven,Not in Sample,Not in Sample,,,5,4954950,Wholesale Trade - Non-Durable Goods (Products),5169,"Chemicals And Allied Products, Nec",www.citychemical.com
Property Center,750 Watertown Ave,Waterbury,CT,06708-2031,New Haven,Not in Sample,Not in Sample,Robert Pansci,Owner,15,2546000,Real Estate (Housing),6531,Real Estate Agents And Managers,www.c21waterbury.com
Lewis & Co,8012 Ascension Rd,Little Rock,AR,72204-8302,Pulaski,Not in Sample,Not in Sample,James Lewis,Owner,4,896800,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,
Sy Pixx Networks,108 Bank St,Waterbury,CT,06702-2210,New Haven,Not in Sample,Not in Sample,Ray Columbe,Owner,5,275500,Business Services (Services),7381,Detective And Armored Car Services,www.sypixx.com
Pane In The Glass,16 Grandview Blvd,Derby,CT,06418-2408,New Haven,Not in Sample,Not in Sample,,,3,578880,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5231,"Paint, Glass, And Wallpaper Stores",www.bigdogwebdesign.com
Hart Capital,131 Rowayton Ave,Norwalk,CT,06853-1408,Fairfield,Not in Sample,Not in Sample,Steven W Hart,President,2,854900,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.hartcapital.com
Bloomingfields Farm,9 Route 55 W,Sherman,CT,06784-1027,Fairfield,Not in Sample,Not in Sample,Lee Bristol,Owner,2,341760,Agricultural Production - Crops (Agriculture),191,"General Farms, Primarily Crop",www.bloomingfieldsfarm.com
Kolram Access Svc,50 United Dr,North Haven,CT,06473-3296,New Haven,Not in Sample,Not in Sample,David Gardetto,President,6,5158720,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.kolram.com
Cardiology Associates,325 Boston Post Rd,Orange,CT,06477-3504,New Haven,Not in Sample,Not in Sample,,,18,4712250,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.ca-nh.com
Hertz National Accounts,107 Elm St # 9,Stamford,CT,06902-3834,Fairfield,Not in Sample,Not in Sample,Noreen M Anderer,VP,4,744480,"Automotive Services, Parking and Repair (Automotive)",7514,Passenger Car Rental,www.hertz.com
CJSA Southwest,228 Danbury Rd,Wilton,CT,06897-4008,Fairfield,Not in Sample,Not in Sample,D Hennessey,Administrator,1,0,Membership Organizations (Organizations),8611,Business Associations,www.swdcjsa.org
Hall-Brooke Behavioral Health,47 Long Lots Rd,Westport,CT,06880-3828,Fairfield,Not in Sample,Not in Sample,Steve Fahey,CEO,270,29408640,Health Services (Services),8062,General Medical And Surgical Hospitals,www.hallbrooke.org
Adirondack Wood Products,174 Larkspur Rd,Stamford,CT,06903-3409,Fairfield,Not in Sample,Not in Sample,Joseph Dastoli,Manager,1,138020,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.adirondackwoodproducts.com
Stamford Chamber Of Commerce,733 Summer St # 104,Stamford,CT,06901-1019,Fairfield,Not in Sample,Not in Sample,John Conlon,President,5,0,Membership Organizations (Organizations),8611,Business Associations,www.stamfordchamber.com
Chief Catoonah Tobacconists,19 Bailey Ave,Ridgefield,CT,06877-4505,Fairfield,Not in Sample,Not in Sample,Dick Sliverman,Owner,1,277070,Miscellaneous Retail (Stores),5993,Tobacco Stores And Stands,www.chiefcatoonah.com
AFSCME,444 E Main St,Branford,CT,06405-2919,New Haven,Not in Sample,Not in Sample,Salvator Luciano,Executive Director,56,0,Membership Organizations (Organizations),8631,Labor Organizations,www.council4.org
Herbert S Newman & Partners,300 York St,New Haven,CT,06511-3697,New Haven,Not in Sample,Not in Sample,Herbert S Newman,Owner,58,8625120,"Engineering, Management, Accounting, Research and Related Industries (Services)",8712,Architectural Services,www.hsnparch.com
Ritucci & Friedman,650 Chase Pkwy,Waterbury,CT,06708-3040,New Haven,Not in Sample,Not in Sample,,,11,999900,Health Services (Services),8021,Offices And Clinics Of Dentists,www.beautifulsmiles.com
Carnall Insurance Inc,401 Main St,Ridgefield,CT,06877-4513,Fairfield,Not in Sample,Not in Sample,,,29,3902640,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.carnallinsurance.com
Air Age Inc,100 E Ridge Rd,Ridgefield,CT,06877-4623,Fairfield,Not in Sample,Not in Sample,Louis De Francesco,Owner,68,18796400,"Publishing, Allied and Printing Industries (Industries)",2741,Miscellaneous Publishing,www.flightjournal.com
Blockbuster Video,199 Cherry St,Milford,CT,06460-3501,New Haven,Not in Sample,Not in Sample,Michael Gatta,Manager,7,611100,Motion Pictures (Entertainment),7841,Video Tape Rental,www.blockbuster.com
Lens Crafters,495 Union St,Waterbury,CT,06706-1292,New Haven,Not in Sample,Not in Sample,Katie Gunthier,Manager,18,1776750,Miscellaneous Retail (Stores),5995,Optical Goods Stores,www.lenscrafters.com
Edward & Zuck,30 Oak St # 4,Stamford,CT,06905-5313,Fairfield,Not in Sample,Not in Sample,Patrick Sposato,Partner,9,1839120,"Engineering, Management, Accounting, Research and Related Industries (Services)",8711,Engineering Services,www.edzuck.com
H & R Block Tax Svc,1245 Dixwell Ave,Hamden,CT,06514-4132,New Haven,Not in Sample,Not in Sample,Marissa Mirto,Manager,9,188100,Personal Services (Services),7291,Tax Return Preparation Services,www.hrblock.com
Kenneth J Shepard Insurance,70 Old Kings Hwy N,Darien,CT,06820-4725,Fairfield,Not in Sample,Not in Sample,Marissa Barbera,Manager,16,2090700,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.coagency.com
Carpools & Vanpools,195 Church St # 9,New Haven,CT,06510-2009,New Haven,Not in Sample,Not in Sample,Jean Stimoll,Owner,6,1228800,Transportation Services (Services),4789,"Transportation Services, Nec",www.rideworks.com
Camp Hand In Hand,111 Oenoke Rdg,New Canaan,CT,06840-4105,Fairfield,Not in Sample,Not in Sample,Lawrence Bill,Manager,20,1933470,"Camps, Rooming Houses, Hotels and Other Lodging Places (Lodging)",7032,Sporting And Recreational Camps,www.camp-hand-in-hand.org
Grace N'Vessels Of Christ,20 Old Ridgebury Rd,Danbury,CT,06810-5128,Fairfield,Not in Sample,Not in Sample,Larry James,Religious Leader,1,0,Membership Organizations (Organizations),8661,Religious Organizations,www.gracenvessels.org
Purser Associates,37 Moody Ln,Danbury,CT,06811-3805,Fairfield,Not in Sample,Not in Sample,Melissa Wheeler,Owner,2,254600,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.pursers.com
First Investors Corp,127 Washington Ave # 4,North Haven,CT,06473-1715,New Haven,Not in Sample,Not in Sample,Paul Prete,VP,5,1909500,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6211,Security Brokers And Dealers,www.firstinvestors.com
Joseph A Bank Clothiers,36 Atlantic St,Stamford,CT,06901-2401,Fairfield,Not in Sample,Not in Sample,Robert Arsenault,Manager,4,603680,Apparel and Accessory Stores (Stores),5611,Men's And Boys' Clothing Stores,www.josephabank.com
Connecticut Precast Corp,555 Fan Hill Rd,Monroe,CT,06468-1336,Fairfield,Not in Sample,Not in Sample,Stephen Domizio,President,15,3078000,"Clay, Concrete, Glass and Stone Products (Products)",3272,"Concrete Products, Nec",www.ctprecast.com
Marvin K Peterson Library,300 Boston Post Rd,West Haven,CT,06516-1916,New Haven,Not in Sample,Not in Sample,Hanko Dobi,Manager,17,0,Educational Services (Services),8231,Libraries,www.newhaven.edu
St Stephen's Church,400 Ridge Rd,Hamden,CT,06517-2941,New Haven,Not in Sample,Not in Sample,David J Baranowski,Religious Leader,5,0,Membership Organizations (Organizations),8661,Religious Organizations,www.ststephenparishhamden.com
Homesteads At Newtown,166 Mount Pleasant Rd,Newtown,CT,06470-1456,Fairfield,Not in Sample,Not in Sample,Dana J Paul,Executive Director,42,2226150,Social Services (Services),8361,Residential Care,www.homesteadsct.com
Nishball Carp Niedermeier,60 N Main St,Waterbury,CT,06702-1401,New Haven,Not in Sample,Not in Sample,John J Pacowta,Partner,4,428480,"Engineering, Management, Accounting, Research and Related Industries (Services)",8721,"Accounting, Auditing, And Bookkeeping",www.ncnp.com
French Country Living,34 E Putnam Ave,Greenwich,CT,06830-5425,Fairfield,Not in Sample,Not in Sample,Jani Caroli,Owner,3,618000,"Furnishing, Equipment and Home Furniture Stores (Stores)",5712,Furniture Stores,www.frenchcountrylivingct.com
Dunbar United Church-U Cc,767 Benham St,Hamden,CT,06514-2658,New Haven,Not in Sample,Not in Sample,George Manukas,Religious Leader,5,0,Membership Organizations (Organizations),8661,Religious Organizations,www.dunbarchurch.com
Standard Tile/Tile America,105 Hamilton St,New Haven,CT,06511-5812,New Haven,Not in Sample,Not in Sample,John M Knies Jr,Owner,160,74160000,Wholesale Trade - Durable Goods (Products),5032,"Brick, Stone, And Related Material",www.tileamerica.com
GCS Service,100 Mill Plain Rd,Danbury,CT,06811-5178,Fairfield,Not in Sample,Not in Sample,,,320,0,Miscellaneous Repair Services (Services),7629,Electrical Repair Shops,www.gcsservices.com
United Office Furniture,45 Marne St,Hamden,CT,06514-3610,New Haven,Not in Sample,Not in Sample,Robert Ralston,Owner,8,4036970,Wholesale Trade - Durable Goods (Products),5021,Furniture,www.unitedofficefurniture.com
Aviation Capital Group,46 Southfield Ave # 295,Stamford,CT,06902-7236,Fairfield,Not in Sample,Not in Sample,Richard Baudouin,Executive Director,3,570960,Business Services (Services),7359,"Equipment Rental And Leasing, Nec",www.aviationcapital.com
Branford Non Ferrous Foundry,99 Commerce St,East Haven,CT,06512-4146,New Haven,Not in Sample,Not in Sample,Dennis Amendola,Owner,9,1494900,Primary Metal Industries (Industries),3365,Aluminum Foundries,www.bnff.com
Trumbull Library,33 Quality St,Trumbull,CT,06611-3189,Fairfield,Not in Sample,Not in Sample,Karen Ronald,Manager,0,0,Educational Services (Services),8231,Libraries,www.trumbullct-library.org
Panera Bread,132 Universal Dr N,North Haven,CT,06473-3117,New Haven,Not in Sample,Not in Sample,Adam Layh,Manager,38,2018800,Food Stores (Food),5461,Retail Bakeries,www.panerabread.com
Energy/Environmental Ventures,385 Newtown Tpke,Weston,CT,06883-1116,Fairfield,Not in Sample,Not in Sample,Sanford Selman,Owner,2,846600,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.eeventures.com
Caboose,5 Mohawk Dr,Wolcott,CT,06716-3106,New Haven,Not in Sample,Not in Sample,A Mazzetti,Owner,5,831600,Miscellaneous Retail (Stores),5945,"Hobby, Toy, And Game Shops",www.caboose.com
Pat Munger Construction Co,750 E Main St # 1,Branford,CT,06405-2950,New Haven,Not in Sample,Not in Sample,David Demaio,Owner,20,3927040,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,www.mungerconstruction.com
Vinylume,2041 W Main St,Stamford,CT,06902-4518,Fairfield,Not in Sample,Not in Sample,Don Fleming,Owner,17,2405600,Construction - Special Trade Contractors (Construction),1761,"Roofing, Siding, And Sheetmetal Work",www.vinylumeinc.com
Empowered Learning Ctr,2111 Summer St,Stamford,CT,06905-4523,Fairfield,Not in Sample,Not in Sample,Chris Wolf,President,10,2646000,"Engineering, Management, Accounting, Research and Related Industries (Services)",8748,"Business Consulting, Nec",www.bridgeslearning.com
Barry KATZ Home Building Inc,8 Canterbury Close,Westport,CT,06880-4407,Fairfield,Not in Sample,Not in Sample,Barry Katz,President,1,238360,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,www.katzhome.com
Sloan T Howard Photography,3 Boat Rd,Danbury,CT,06811-3816,Fairfield,Not in Sample,Not in Sample,Sloan T Howard,Owner,1,134930,Business Services (Services),7335,Commercial Photography,www.sthphoto.com
Matrix International Inc,200 Connecticut Ave # 3,Norwalk,CT,06854-1907,Fairfield,Not in Sample,Not in Sample,Abe Ranish,Owner,26,4291200,Transportation Services (Services),4731,Freight Transportation Arrangement,www.matrix-intl.com
Sound Sailing Ctr,54 Calf Pasture Beach Rd,Norwalk,CT,06855-2708,Fairfield,Not in Sample,Not in Sample,Martin Van Breems,Owner,5,416160,Amusement and Recreation Services (Services),7999,"Amusement And Recreation, Nec",www.soundsailingcenter.com
Green Point Mortgage Funding,100 First Stamford Pl # 300,Stamford,CT,06902-6740,Fairfield,Not in Sample,Not in Sample,Richard Weiss,Manager,25,5671500,Non-Depository Credit Institutions (Credit),6162,Mortgage Bankers And Loan Correspondents,www.greenpointmortgage.com
St Michael's Lutheran Church,5 Oenoke Rdg,New Canaan,CT,06840-4104,Fairfield,Not in Sample,Not in Sample,Elizabeth Krentz-Wee,Religious Leader,3,0,Membership Organizations (Organizations),8661,Religious Organizations,www.stmichaelslutheran.org
PIXELFANATIX.COM,66 Glenbrook Rd # 4114,Stamford,CT,06902-8406,Fairfield,Not in Sample,Not in Sample,Marzena Kmiecik,Manager,5,1060800,Business Services (Services),7373,Computer Integrated Systems Design,www.pixelfanatix.com
Corporate Construction Inc,40 Padanaram Rd,Danbury,CT,06811-4827,Fairfield,Not in Sample,Not in Sample,Joseph Viola,President,26,3628800,"Engineering, Management, Accounting, Research and Related Industries (Services)",8741,Management Services,www.corporate-construction.com
Directions For Home & Garden,20 Commerce Dr,Danbury,CT,06810-4131,Fairfield,Not in Sample,Not in Sample,Michael Lodato,Owner,32,11016000,Wholesale Trade - Durable Goods (Products),5039,"Construction Materials, Nec",www.directionshg.com
K Force Inc,100 Beard Sawmill Rd,Shelton,CT,06484-6150,Fairfield,Not in Sample,Not in Sample,Polly Minogue,Manager,21,1483200,Business Services (Services),7361,Employment Agencies,www.kforce.com
Advanced Computer Technologies,108 Main St,Norwalk,CT,06851-4640,Fairfield,Not in Sample,Not in Sample,,,20,3871250,Business Services (Services),7378,Computer Maintenance And Repair,www.actapps.com
Clarus Corp,1 Landmark Sq # 22,Stamford,CT,06901-2603,Fairfield,Not in Sample,Not in Sample,Nigel P Ekern,CEO,5,127400,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.claruscorp.com
CVS Pharmacy,White Turkey Rd,Brookfield,CT,06804-0000,Fairfield,Not in Sample,Not in Sample,Paul Haag,Manager,29,4900740,Miscellaneous Retail (Stores),5912,Drug Stores And Proprietary Stores,www.cvs.com
RECOVERYREFUNDS.COM,PO Box 466,Stratford,CT,06615-0466,Fairfield,Not in Sample,Not in Sample,Paul Denhup,President,14,1926100,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.recoveryrefunds.com
St Vincent De Paul's School,35 Bishop St,East Haven,CT,06512-2984,New Haven,Not in Sample,Not in Sample,Annette Vasaturo,Principal,13,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.stvincentdepaulschool.org
Clifford W Beers Campus Care,370 James St # 202,New Haven,CT,06513-3090,New Haven,Not in Sample,Not in Sample,Christine Montgomery,Executive Director,16,4355400,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.cliffordbeers.org
New Castle Hotels Corp,2 Corporate Dr # 154,Shelton,CT,06484-6253,Fairfield,Not in Sample,Not in Sample,David Buffam,CEO,27,1912500,"Camps, Rooming Houses, Hotels and Other Lodging Places (Lodging)",7011,Hotels And Motels,www.newcastlehotels.com
Sonics & Materials Inc,53 Church Hill Rd,Newtown,CT,06470-1614,Fairfield,Not in Sample,Not in Sample,Robert S Soloff,CEO,0,9181260,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.sonics.biz
C T Roofer.Com LLC,,Norwalk,CT,06851-0000,Fairfield,Not in Sample,Not in Sample,,,4,510880,Construction - Special Trade Contractors (Construction),1761,"Roofing, Siding, And Sheetmetal Work",www.ctroofer.com
Benchmarketing Analytics,55 Walls Dr # 205,Fairfield,CT,06824-5163,Fairfield,Not in Sample,Not in Sample,Andrea Shantz,President,10,1060800,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.benchmktg.com
Malta House-Good Counsel,5 Prowitt St,Norwalk,CT,06855-1203,Fairfield,Not in Sample,Not in Sample,Gwen Cotterell,Manager,18,0,Social Services (Services),8322,Individual And Family Services,www.maltahouse.org
Rainbow Academy,145 Bucks Hill Rd,Waterbury,CT,06704-1653,New Haven,Not in Sample,Not in Sample,Barbara P Jones,Executive Director,17,601400,Social Services (Services),8351,Child Day Care Services,www.rainbowacademy.com
Talkingbox Dmg,,Darien,CT,06820-0000,Fairfield,Not in Sample,Not in Sample,Mattatw Abourezk,Owner,2,596600,Motion Pictures (Entertainment),7812,Motion Picture And Video Production,www.talkingboxdmg.com
Arby's,5065 Main St,Trumbull,CT,06611-4204,Fairfield,Not in Sample,Not in Sample,Kevin Stubbs,Manager,13,554400,Eating and Drinking Establishments (Food),5812,Eating Places,www.arbys.com
Nova Med Biomedical Technology,50 Ridgefield Ave,Bridgeport,CT,06610-3103,Fairfield,Not in Sample,Not in Sample,,,33,18478200,Wholesale Trade - Durable Goods (Products),5047,Medical And Hospital Equipment,www.novamedcorp.com
OZRO International,7 Market St # A,Stamford,CT,06902-5810,Fairfield,Not in Sample,Not in Sample,Robert Kolenberg,Owner,3,3765540,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.ozrocars.com
Timber Hill,2 Pickwick Plz # 2,Greenwich,CT,06830-5530,Fairfield,Not in Sample,Not in Sample,Thomas Peterffy,Owner,290,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.interactivebrokers.com
